<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ABB.US,D,20050405,000000,4.0572,4.1554,4.0572,4.1554,3966705,0
ABB.US,D,20050406,000000,4.1484,4.1978,4.1343,4.1696,742681,0
ABB.US,D,20050407,000000,4.1766,4.2328,4.1696,4.2188,2957502,0
ABB.US,D,20050408,000000,4.2469,4.275,4.2047,4.2328,821047,0
ABB.US,D,20050411,000000,4.2609,4.3172,4.2399,4.289,3531224,0
ABB.US,D,20050412,000000,4.254,4.282,4.1836,4.275,3869712,0
ABB.US,D,20050413,000000,4.254,4.3031,4.2328,4.275,4434616,0
ABB.US,D,20050414,000000,4.2047,4.2047,4.1554,4.1626,2384632,0
ABB.US,D,20050415,000000,4.1204,4.1696,4.0922,4.0993,1542538,0
ABB.US,D,20050418,000000,4.0429,4.0782,4.0361,4.0711,1357934,0
ABB.US,D,20050419,000000,4.0852,4.1554,4.0852,4.1484,1900934,0
ABB.US,D,20050420,000000,4.0782,4.1134,4.0429,4.05,438896,0
ABB.US,D,20050421,000000,4.0641,4.0993,4.0429,4.0993,1357222,0
ABB.US,D,20050422,000000,4.1204,4.1696,4.0711,4.0993,391821,0
ABB.US,D,20050425,000000,4.1484,4.1554,4.0993,4.1274,1029684,0
